split,rows,acc,avg_p_up,avg_confidence,avg_xai_quality,avg_heat_foreground,avg_heat_background,avg_heat_price,avg_heat_volume
test,1646,0.5522478736330498,0.44385693951952354,0.6210483905665785,0.44255895284496133,0.2643923940623898,0.7356076059376102,0.8072549718809116,0.1927450281190884
